ID,logFC,P.Value
ILMN_1713486,0.20984841,0.4648462
ILMN_1829330,0.14241045,0.4648995
ILMN_1820645,0.10644981,0.4649029
ILMN_1719755,0.12303302,0.4649122
ILMN_3254022,-0.10729426,0.4649122
ILMN_2172507,-0.10702792,0.464939
ILMN_3273017,-0.1120511,0.4649478
ILMN_2171023,0.12484547,0.4649686
ILMN_1671566,0.11026652,0.4649783
ILMN_1740486,0.14289735,0.4649891
ILMN_2075820,0.12279897,0.4650025
ILMN_1776986,0.10788329,0.4650139
ILMN_2323979,0.14056764,0.4650245
ILMN_1725180,0.14836084,0.4650516
ILMN_1787481,-0.13114344,0.4650575
ILMN_1751793,-0.18721356,0.4651366
ILMN_2261416,0.11469306,0.465158
ILMN_1772790,-0.28011172,0.4651625
ILMN_2342630,-0.14881947,0.4651658
ILMN_1783443,0.11129218,0.4651717
ILMN_2388166,0.15488177,0.4651783
ILMN_1806059,-0.10744466,0.4651978
ILMN_1722559,-0.12468602,0.4652004
ILMN_1679800,-0.25190342,0.4652098
ILMN_1778617,-0.17235959,0.465216
ILMN_1661113,0.13315891,0.4652199
ILMN_1690096,-0.1037246,0.4652441
ILMN_2118621,-0.14760856,0.4652459
ILMN_1798329,-0.20194586,0.4652715
ILMN_3255826,-0.116111,0.4652716
ILMN_1676055,-0.13964022,0.4653062
ILMN_2301193,-0.12093714,0.4653368
ILMN_3176853,-0.1166654,0.4653397
ILMN_3240403,0.14210748,0.4653536
ILMN_1691007,-0.13149626,0.4653624
ILMN_1791467,0.12979585,0.4653647
ILMN_1724632,0.11837142,0.4653819
ILMN_3166194,-0.11440827,0.4654012
ILMN_1888359,-0.16859663,0.4654131
ILMN_1670681,0.12635288,0.4654456
ILMN_3259223,0.60543014,0.4654507
ILMN_3244846,0.11841004,0.4655017
ILMN_1698294,0.109485,0.4655299
ILMN_2412141,-0.13469031,0.4655517
ILMN_3249846,-0.10095548,0.46562
ILMN_1663858,-0.19286486,0.4656325
ILMN_1915971,0.17801433,0.4656374
ILMN_3199787,0.10586195,0.4656578
ILMN_1748823,0.10393779,0.4657618
ILMN_1688231,-0.12216241,0.4657633
ILMN_1746220,-0.10331589,0.4657841
ILMN_2375786,0.10322068,0.4658022
ILMN_3239465,0.10198984,0.465805
ILMN_3308657,0.10553357,0.4658086
ILMN_3287855,0.23390458,0.4658093
ILMN_1688588,-0.11524945,0.4658116
ILMN_3210986,-0.13364642,0.4658437
ILMN_1730780,0.10244241,0.4658458
ILMN_1790741,-0.17269228,0.4659062
ILMN_2298727,-0.13389785,0.4659368
ILMN_1675626,0.17471909,0.4659441
ILMN_1722489,-0.11906986,0.4659448
ILMN_2049423,0.1583394,0.4659499
ILMN_1745529,-0.12016651,0.4659589
ILMN_2413572,0.16558481,0.4659613
ILMN_3308108,0.26826484,0.4659752
ILMN_3275354,-0.12647983,0.4659856
ILMN_1664448,0.14798448,0.4660097
ILMN_1693951,0.28248,0.4660242
ILMN_3307822,-0.17693872,0.4660464
ILMN_3297885,0.10448627,0.4660505
ILMN_3234654,-0.10427202,0.4660563
ILMN_2063532,-0.11349039,0.4660909
ILMN_3185094,0.12120101,0.4660919
ILMN_1692785,0.26767372,0.4661339
ILMN_1775950,-0.11827276,0.4661801
ILMN_1808913,0.11664508,0.4661828
ILMN_2222688,0.10653848,0.466189
ILMN_2175455,0.13764893,0.4661898
ILMN_1735513,0.19117312,0.4662054
ILMN_1662738,0.10394325,0.4662194
ILMN_1804396,0.10195834,0.4662487
ILMN_1711799,-0.17918599,0.4662683
ILMN_1716596,-0.16681862,0.4662787
ILMN_3224999,-0.10545799,0.4662794
ILMN_1718898,-0.16375628,0.4664087
ILMN_1716426,0.16070109,0.4664193
ILMN_1895690,-0.14452977,0.4664238
ILMN_1707314,0.12611969,0.4664257
ILMN_1705477,0.15144858,0.4664305
ILMN_1763310,0.129379,0.4664532
ILMN_2141157,0.23283503,0.4664671
ILMN_1680902,0.52223798,0.4664724
ILMN_1836079,0.22461644,0.4665148
ILMN_1728564,0.1036033,0.4665372
ILMN_1685629,-0.11158317,0.466554
ILMN_2390586,0.12948741,0.4665682
ILMN_1677385,-0.22404835,0.4666335
ILMN_1738955,0.25619497,0.4666699
ILMN_1778134,-0.2042095,0.4666744
ILMN_3269655,-0.13457938,0.4667008
ILMN_2265222,0.10812161,0.4667194
ILMN_1801606,0.13620591,0.4667378
ILMN_1904378,0.13092851,0.4667654
ILMN_1775337,-0.10259514,0.4668111
ILMN_1737586,0.26874983,0.4668437
ILMN_2410421,0.15164214,0.4668462
ILMN_1873593,-0.13493388,0.4668703
ILMN_2342695,-0.25347823,0.4668713
ILMN_3235763,-0.13005685,0.4668736
ILMN_1730687,-0.11203906,0.4668774
ILMN_2385566,-0.3305231,0.4668904
ILMN_1692164,-0.19255798,0.4669015
ILMN_3233455,0.13670751,0.4669191
ILMN_1700903,0.11750827,0.4669429
ILMN_1834901,-0.1265125,0.4669619
ILMN_1725702,0.10607185,0.4669927
ILMN_1880796,0.12490557,0.4671672
ILMN_1678189,-0.12383288,0.4671893
ILMN_1800912,0.3144161,0.4671898
ILMN_2369104,-0.11537329,0.4671905
ILMN_3184010,0.10536628,0.4671962
ILMN_1691480,0.12534664,0.4672675
ILMN_1746378,0.38638625,0.4672721
ILMN_1805149,0.10300575,0.4672784
ILMN_2058841,-0.11460386,0.4673213
ILMN_1810834,-0.19455104,0.4673246
ILMN_1838655,-0.19015033,0.4673562
ILMN_1713655,-0.10594847,0.4674426
ILMN_1670948,-0.15726586,0.4674952
ILMN_1664216,-0.25017343,0.4675142
ILMN_1651789,-0.12308725,0.4675294
ILMN_2235354,0.20444732,0.467564
ILMN_1694653,-0.10723969,0.4675789
ILMN_1752273,-0.28325068,0.4676077
ILMN_2104967,-0.17246596,0.4676137
ILMN_3215195,-0.10929398,0.4676275
ILMN_2156936,-0.17554338,0.4677186
ILMN_1661032,0.12118296,0.4677293
ILMN_1796013,-0.36407146,0.467749
ILMN_1706441,-0.15832451,0.4677523
ILMN_1725834,0.17176756,0.4677611
ILMN_1825357,-0.15172022,0.4677777
ILMN_1691864,0.1338646,0.4677814
ILMN_1681923,-0.25132153,0.467789
ILMN_2298795,0.10535881,0.4677989
ILMN_2120340,0.13563387,0.4678091
ILMN_1751803,-0.18327165,0.4678384
ILMN_1778668,-0.1216042,0.4678398
ILMN_1702739,0.1240833,0.46786
ILMN_1705125,0.13892138,0.4678676
ILMN_1782295,-0.16895167,0.4678809
ILMN_1735051,0.1023139,0.4679214
ILMN_1745049,0.12520732,0.4679228
ILMN_2077858,-0.11297224,0.4680007
ILMN_3308265,-0.16832605,0.4680535
ILMN_2247594,-0.11910762,0.4680563
ILMN_2250853,-0.12588043,0.4680833
ILMN_1756992,-0.24342402,0.4680896
ILMN_1747924,0.11115647,0.4680935
ILMN_1722812,-0.21140879,0.4680948
ILMN_2087692,0.32730874,0.468107
ILMN_1811954,0.26063254,0.4681638
ILMN_1661559,0.11982927,0.4681967
ILMN_1708747,0.11733812,0.4682395
ILMN_2164164,0.12000614,0.468269
ILMN_2266309,-0.21829473,0.4682737
ILMN_3199755,-0.38470947,0.468274
ILMN_1687940,-0.10682592,0.4682873
ILMN_1682123,-0.11279743,0.4683344
ILMN_3231415,0.11894587,0.4683404
ILMN_1754772,0.14001043,0.4683608
ILMN_1673152,-0.11676584,0.468367
ILMN_1754262,-0.10535187,0.4683773
ILMN_1871903,0.11148258,0.4683913
ILMN_1668721,0.20289606,0.4683928
ILMN_1763144,0.29987635,0.4684535
ILMN_1758398,-0.32613492,0.4684626
ILMN_1832720,0.11356656,0.468467
ILMN_1763960,0.11284799,0.4684831
ILMN_1772206,-0.16694059,0.4684854
ILMN_1698164,0.12180984,0.4685049
ILMN_1660970,0.10295465,0.4685649
ILMN_1668531,0.10006917,0.4686017
ILMN_3269005,0.10831394,0.4686247
ILMN_3243709,-0.16292512,0.4686406
ILMN_1813949,0.13406414,0.4686949
ILMN_1739496,-0.44697018,0.4687114
ILMN_3241882,0.23419421,0.4687324
ILMN_3297789,0.11533243,0.4687331
ILMN_1699070,0.1014168,0.4687519
ILMN_2365196,-0.14612789,0.4687603
ILMN_2166706,-0.15440212,0.4688017
ILMN_3286403,0.10157956,0.4688071
ILMN_1803211,-0.10190359,0.4688092
ILMN_1736619,-0.12962971,0.4688107
ILMN_1910316,0.1677581,0.4688156
ILMN_1739813,0.16993514,0.4688225
ILMN_1760635,0.11485372,0.4688365
ILMN_3228057,-0.10606308,0.4688532
ILMN_3198425,-0.11124984,0.4688587
ILMN_1839781,0.13570854,0.4688929
ILMN_3181452,-0.1339795,0.4689174
ILMN_3201975,-0.28913151,0.4689226
ILMN_1892501,-0.15872669,0.4689415
ILMN_3263295,-0.12014788,0.4689538
ILMN_1660852,-0.12532709,0.4689706
ILMN_3257361,-0.1257218,0.4689813
ILMN_2254994,0.11977653,0.4691294
ILMN_2285713,0.24323064,0.469134
ILMN_1664353,0.11132727,0.4691691
ILMN_1785930,0.17165459,0.4691726
ILMN_1800739,-0.32769753,0.4691773
ILMN_1865817,-0.10401878,0.4692216
ILMN_3309624,0.10001864,0.4692239
ILMN_1754592,0.10501069,0.4692264
ILMN_2329958,-0.14451506,0.4692269
ILMN_1654945,-0.11731963,0.4692637
ILMN_1800019,0.17134749,0.469275
ILMN_1760889,0.14954322,0.4692869
ILMN_1747715,-0.10495563,0.4692983
ILMN_1770824,0.17144183,0.4693051
ILMN_1727055,-0.27569625,0.4693119
ILMN_2345749,-0.10351744,0.4693149
ILMN_1666780,-0.14704307,0.4693774
ILMN_1687763,0.11683466,0.4693793
ILMN_2290808,0.36699145,0.4693848
ILMN_3246565,-0.10093448,0.4694764
ILMN_3244723,-0.17769785,0.4694855
ILMN_3192398,0.1659409,0.4694859
ILMN_1802292,-0.17897286,0.4694883
ILMN_1771822,0.20387061,0.4695448
ILMN_1688500,-0.15421568,0.4695748
ILMN_1811972,0.41332426,0.4695994
ILMN_2226223,-0.11238376,0.4696124
ILMN_1675999,-0.15936026,0.4696187
ILMN_2329927,0.10016809,0.4696324
ILMN_1820437,0.1041183,0.4696622
ILMN_1720364,-0.17874195,0.4696663
ILMN_2387995,0.49421485,0.4696875
ILMN_2366041,-0.14436203,0.469692
ILMN_1804611,-0.22219006,0.4697256
ILMN_1727098,0.10372007,0.4697487
ILMN_3250932,0.18609211,0.4697644
ILMN_1768925,0.12248519,0.4697725
ILMN_3234588,0.10966203,0.4698202
ILMN_1653443,-0.20898732,0.4698238
ILMN_1663259,0.11333796,0.469833
ILMN_1663935,-0.1034882,0.4698382
ILMN_2128750,0.2374917,0.4698899
ILMN_1661289,-0.13152846,0.469893
ILMN_1712998,0.47234382,0.4699036
ILMN_3310000,-0.1210026,0.4699399
ILMN_3311020,-0.12116767,0.4699418
ILMN_2341132,-0.10878592,0.47
ILMN_1736448,0.12926227,0.4700033
ILMN_1662010,-0.2125405,0.4700294
ILMN_3307845,0.10659415,0.4700398
ILMN_1772677,-0.19772463,0.4700988
ILMN_1770269,0.11939884,0.4701989
ILMN_2198516,-0.12481118,0.4702121
ILMN_2313926,-0.17578408,0.4702315
ILMN_1694280,-0.10080261,0.4702352
ILMN_1795662,-0.11201977,0.4702417
ILMN_3166703,0.10044418,0.470262
ILMN_1734909,0.15370397,0.470266
ILMN_1764410,-0.10831374,0.4702868
ILMN_1709650,-0.28206747,0.4702943
ILMN_1702199,0.11363186,0.4702972
ILMN_2312719,0.1606006,0.4703186
ILMN_1660955,-0.17690821,0.4703207
ILMN_3246728,-0.10253816,0.4703248
ILMN_1691090,-0.14052406,0.4703606
ILMN_2086965,-0.17492792,0.4703686
ILMN_1823477,0.21142613,0.4703711
ILMN_1681544,-0.17371239,0.4703828
ILMN_1748755,-0.45513712,0.4703944
ILMN_1668179,-0.14592377,0.4704206
ILMN_1696127,0.15733046,0.4704242
ILMN_1813374,0.11454568,0.4704465
ILMN_2410523,-0.20756007,0.4704501
ILMN_1781457,-0.16829635,0.470454
ILMN_3242530,0.12294236,0.4704574
ILMN_1711439,0.33602285,0.470488
ILMN_1700168,-0.23808138,0.4704999
ILMN_1654318,0.21795499,0.4705484
ILMN_1788955,0.26173183,0.4706007
ILMN_1700461,0.15501331,0.4706157
ILMN_1741688,-0.37285324,0.4706479
ILMN_1760285,0.10568975,0.4706562
ILMN_3257283,0.10906771,0.4706728
ILMN_1660794,0.21210065,0.4707303
ILMN_1772242,0.10632728,0.4707515
ILMN_1717294,0.20469964,0.4708165
ILMN_1710979,-0.24884718,0.4708431
ILMN_3238036,0.15047771,0.4709167
ILMN_1814353,0.10169481,0.4709208
ILMN_1887858,-0.17507432,0.4709556
ILMN_3187612,0.15572995,0.4709835
ILMN_1805807,-0.25651077,0.4710223
ILMN_1770940,0.11897995,0.4710895
ILMN_1915816,0.12735855,0.4710971
ILMN_1750062,0.70435933,0.471099
ILMN_2340131,0.1118259,0.4711071
ILMN_3227049,-0.1288837,0.4711502
ILMN_2294086,0.18905231,0.4711658
ILMN_2096861,0.12671278,0.4712373
ILMN_1671338,-0.11916507,0.4712505
ILMN_1803338,-0.42462959,0.4712764
ILMN_1738680,0.10955211,0.4713464
ILMN_1716272,0.26294954,0.4713598
ILMN_1849997,0.14569241,0.4713684
ILMN_1772594,-0.13241352,0.4713922
ILMN_2148150,-0.12749039,0.4714022
ILMN_1764185,0.10376666,0.4714286
ILMN_1670878,0.28136255,0.4714411
ILMN_3298348,0.15288284,0.4714569
ILMN_3243788,0.11769668,0.4715398
ILMN_1759390,0.1919405,0.4715645
ILMN_1888349,0.10442443,0.4715843
ILMN_1784492,-0.18239663,0.4716043
ILMN_2060212,0.17430825,0.4716071
ILMN_1806599,0.12520011,0.4716494
ILMN_1737574,-0.16638401,0.4716509
ILMN_3241169,0.10469896,0.4717268
ILMN_1767063,-0.10105896,0.4717676
ILMN_2400206,-0.16232444,0.4717775
ILMN_1805266,-0.10009594,0.471784
ILMN_1800058,0.10484511,0.4717984
ILMN_1703408,0.23789862,0.4718496
ILMN_1776240,0.10737283,0.4719281
ILMN_1681230,0.13274963,0.4719302
ILMN_3268590,0.15000154,0.4719551
ILMN_1799579,0.10267517,0.4719619
ILMN_1787578,0.10301989,0.471967
ILMN_1810120,0.11863231,0.4719862
ILMN_1829052,0.10059347,0.4719944
ILMN_1660280,-0.1186897,0.4720082
ILMN_1735553,-0.11015346,0.4720371
ILMN_1743187,0.23196662,0.4720601
ILMN_1680251,0.1848514,0.4720611
ILMN_1743100,0.10426838,0.4720686
ILMN_1678816,-0.41314265,0.4720927
ILMN_3227992,-0.12933975,0.4721031
ILMN_3199955,-0.23619188,0.4721706
ILMN_3208229,0.12035853,0.4722193
ILMN_1860632,0.12047695,0.4722227
ILMN_1721984,-0.14399231,0.4722362
ILMN_2243308,0.11961462,0.4722378
ILMN_1858791,0.17559881,0.4722541
ILMN_1909895,0.16958732,0.4722978
ILMN_2358541,-0.09941329,0.4723087
ILMN_1754567,0.11755226,0.4723121
ILMN_1785379,-0.1225906,0.4723412
ILMN_1756637,-0.11821061,0.4723534
ILMN_3281134,0.11138351,0.4724032
ILMN_1762957,0.10898765,0.4724207
ILMN_2216918,-0.11733746,0.4724608
ILMN_2128358,-0.14567081,0.4724671
ILMN_1653934,0.10909515,0.4724696
ILMN_1807524,0.09949001,0.4725061
ILMN_1797565,-0.13778704,0.4725076
ILMN_2371964,-0.1131255,0.472555
ILMN_3311185,-0.13401444,0.4725757
ILMN_1811239,0.12277947,0.4725796
ILMN_1738759,0.28106889,0.472604
ILMN_1728055,0.12854192,0.4726333
ILMN_1680614,-0.10234063,0.4726687
ILMN_2399140,-0.14619921,0.4726841
ILMN_1671314,-0.20840138,0.4727077
ILMN_1746090,0.12147985,0.4727511
ILMN_1898190,0.21901735,0.4727888
ILMN_2052511,0.10671114,0.4728037
ILMN_1869359,-0.11187201,0.4728583
ILMN_1809457,0.14053001,0.4728781
ILMN_2311089,-0.25971386,0.4728858
ILMN_2228976,0.13514032,0.4729108
ILMN_1678559,-0.14238185,0.4729224
ILMN_1712613,0.11003149,0.4729235
ILMN_2235785,0.13184947,0.4729385
ILMN_1664921,-0.19307981,0.4729411
ILMN_1692123,0.27328923,0.4729467
ILMN_2221784,-0.10859061,0.4729997
ILMN_1759419,0.18525609,0.4730469
ILMN_1906785,0.17604295,0.4730596
ILMN_1906438,0.18243329,0.4730671
ILMN_2105361,-0.11604721,0.4730917
ILMN_3309369,-0.09966071,0.4730989
ILMN_1705496,0.13250667,0.4731415
ILMN_2271699,-0.11196828,0.47315
ILMN_1657074,0.13321105,0.4732455
ILMN_1672606,-0.17043001,0.4732791
ILMN_1708886,-0.17325127,0.4732959
ILMN_1796411,-0.10321569,0.4733128
ILMN_1735908,0.13329198,0.4733389
ILMN_1793830,-0.11842435,0.4733461
ILMN_1773493,0.1188873,0.4733665
ILMN_1789086,0.1385703,0.4733773
ILMN_1730639,-0.40295228,0.4733831
ILMN_1692030,-0.13375273,0.4733919
ILMN_1746693,-0.10941466,0.4734172
ILMN_1779934,-0.11982491,0.4734273
ILMN_1803197,-0.32386681,0.4734315
ILMN_1810199,0.16385063,0.4734339
ILMN_1757210,0.22680371,0.4734391
ILMN_1687875,0.11282393,0.4734487
ILMN_1794976,0.10327326,0.4734811
ILMN_1703301,-0.1322126,0.4734974
ILMN_3246060,0.24223613,0.4735082
ILMN_1914025,-0.14195341,0.4735159
ILMN_1742779,-0.1054775,0.4735312
ILMN_2164978,-0.36218106,0.4735532
ILMN_3264462,-0.1061984,0.4735767
ILMN_1658806,0.11802537,0.4736162
ILMN_1803862,-0.11527502,0.4736185
ILMN_1748874,0.11007984,0.4736371
ILMN_1701645,-0.10193709,0.4736553
ILMN_1656318,-0.1281384,0.4736571
ILMN_1781803,0.11836597,0.4737015
ILMN_3272518,0.31252158,0.4737657
ILMN_3285387,-0.13545791,0.4737666
ILMN_1769306,-0.10050959,0.4737699
ILMN_2281225,-0.1221844,0.4737819
ILMN_1781104,0.1575072,0.4737865
ILMN_3242120,0.12632539,0.4738492
ILMN_1715309,0.10136904,0.4738646
ILMN_1782069,-0.25988727,0.4739403
ILMN_3264262,0.10457225,0.4739663
ILMN_2273700,0.12767221,0.4739706
ILMN_1712461,0.09880587,0.4739955
ILMN_1702078,0.11816683,0.4740161
ILMN_2258982,0.27446493,0.4740279
ILMN_1805990,0.12598609,0.4740336
ILMN_3244526,0.25636509,0.4740542
ILMN_1849318,0.11719292,0.4740843
ILMN_1865680,0.12788537,0.4740935
ILMN_1670452,0.17808545,0.4741183
ILMN_1703470,-0.12499907,0.4741202
ILMN_1691534,0.13866652,0.4741335
ILMN_1746368,-0.18980944,0.4741357
ILMN_1777903,-0.12868625,0.4741599
ILMN_3199499,0.12760738,0.4742297
ILMN_1755582,-0.14217078,0.4742537
ILMN_2368713,-0.45931004,0.4742893
ILMN_3245578,0.10937381,0.4742985
ILMN_1658123,-0.12252223,0.4743131
ILMN_1695397,0.11550559,0.474396
ILMN_1704779,-0.15605837,0.4744098
ILMN_3306864,0.11315788,0.4744799
ILMN_1687223,-0.15046628,0.4744892
ILMN_3309569,-0.11151335,0.4745225
ILMN_1673815,-0.1231941,0.4745254
ILMN_1666453,-0.19053837,0.4745743
ILMN_3288280,0.11106291,0.4746139
ILMN_2311548,-0.15442888,0.47465
ILMN_1793716,0.10159686,0.4746553
ILMN_1753026,-0.115794,0.4746951
ILMN_2374865,0.12167931,0.4747167
ILMN_1728091,0.10051142,0.474748
ILMN_3263585,0.10148533,0.4747518
ILMN_3269225,0.14301643,0.4747722
ILMN_1736060,-0.14270868,0.4747925
ILMN_1757114,-0.09994364,0.4747937
ILMN_2349138,0.22001342,0.4748
ILMN_3297965,-0.11029907,0.4748015
ILMN_1675290,0.15300818,0.4748178
ILMN_1722135,-0.11434634,0.4748199
ILMN_3244466,0.20374365,0.4748206
ILMN_1703369,-0.2570323,0.4748414
ILMN_1699340,-0.10309857,0.4748616
ILMN_1911717,-0.28604017,0.4748644
ILMN_1655510,0.11875974,0.4748955
ILMN_2363065,0.25927321,0.4749193
ILMN_1745697,-0.141856,0.4749331
ILMN_1817651,0.19561421,0.4749547
ILMN_1708954,-0.33189158,0.4749811
ILMN_1688938,0.19604431,0.4750049
ILMN_1690592,0.13021677,0.4750206
ILMN_1669640,0.11478457,0.4750239
ILMN_3291501,0.14757961,0.4750523
ILMN_1668990,-0.17534095,0.4750723
ILMN_1693537,-0.12387155,0.4750759
ILMN_1658491,-0.10591377,0.4750768
ILMN_3242340,0.14981673,0.4750805
ILMN_1830690,0.14053953,0.4751091
ILMN_1762482,-0.12182536,0.4751265
ILMN_1668588,-0.12998208,0.4751312
ILMN_2180864,-0.10145799,0.4751619
ILMN_1674366,-0.12225905,0.4752211
ILMN_1795467,0.14077978,0.4752307
ILMN_1737837,-0.16676983,0.475299
ILMN_1651316,0.10704093,0.4753011
ILMN_1685580,-0.12099896,0.4753162
ILMN_2120575,0.11291614,0.4753831
ILMN_1734893,-0.13797854,0.4754186
ILMN_3248688,0.13806244,0.4754262
ILMN_1713729,0.10384014,0.4754353
ILMN_1742332,0.53441421,0.4754504
ILMN_1832211,-0.17225575,0.4754799
ILMN_3237196,-0.10200136,0.4755038
ILMN_1689515,0.10382075,0.4755121
ILMN_1719064,-0.28194508,0.4755226
ILMN_1711685,0.10650146,0.4755373
ILMN_3253646,-0.16671415,0.4755937
ILMN_1731023,-0.11250927,0.4756327
ILMN_1916457,-0.10906951,0.4756428
ILMN_3235556,0.10248878,0.4756579
ILMN_2262462,0.11839,0.4756589
ILMN_1667831,0.16521681,0.4756695
ILMN_2297076,-0.13733227,0.4756948
ILMN_1765895,-0.10310617,0.4757214
ILMN_2166384,0.12046157,0.4757588
ILMN_2054510,0.09966536,0.4757947
ILMN_1732035,-0.1322147,0.4758064
ILMN_3310266,0.0987814,0.4758436
ILMN_3242830,0.12411809,0.4758455
ILMN_1717726,0.10225958,0.4758529
ILMN_2132100,0.09901656,0.4758645
ILMN_1671583,-0.1150906,0.475883
ILMN_1815313,-0.10763656,0.4759434
ILMN_1684771,-0.20013305,0.4759491
ILMN_2180827,-0.24523507,0.4759922
ILMN_1724668,-0.12805449,0.4760054
ILMN_2118201,-0.12205145,0.4760508
ILMN_1654392,0.13639128,0.4760532
ILMN_1778691,-0.14757125,0.4760699
ILMN_2180352,0.19765241,0.4761417
ILMN_1858589,-0.10533742,0.476143
ILMN_3239653,-0.1901885,0.4761786
ILMN_3235409,0.16608562,0.4761936
ILMN_1693382,0.09958002,0.4762381
ILMN_1733276,-0.10446416,0.4762622
ILMN_1653712,-0.31230841,0.4763194
ILMN_1807491,-0.11894466,0.4763226
ILMN_3241354,0.16582909,0.476345
ILMN_1898325,0.17266533,0.4763473
ILMN_1722801,0.11265436,0.4764353
ILMN_3280429,0.10079222,0.4764418
ILMN_3242043,0.10878682,0.476456
ILMN_1798911,-0.09853699,0.476491
ILMN_3256712,-0.18940296,0.4765451
ILMN_2160160,-0.22489134,0.4765864
ILMN_1675669,-0.12500419,0.4766035
ILMN_1730355,0.10264152,0.476612
ILMN_1824611,0.11295825,0.4766253
ILMN_3239378,0.14282753,0.4766904
ILMN_1855386,-0.14370984,0.4767005
ILMN_1741200,0.13636436,0.4767038
ILMN_1662271,-0.10387938,0.4767198
ILMN_1804263,0.23429827,0.47674
ILMN_1760667,-0.15214237,0.4767432
ILMN_3246771,0.12879428,0.4767575
ILMN_1679339,0.21318471,0.4767604
ILMN_1651944,0.11703481,0.4767734
ILMN_1691506,0.23698727,0.4767979
ILMN_1668016,0.10180014,0.4768049
ILMN_1863228,0.10967442,0.4768071
ILMN_1851299,-0.115168,0.4768514
ILMN_2074258,-0.47047073,0.4768855
ILMN_2206151,-0.10638217,0.4768979
ILMN_3237079,-0.14753899,0.4769279
ILMN_1701007,0.13888026,0.4769368
ILMN_1815442,0.10180448,0.47694
ILMN_1807036,-0.11313872,0.4769432
ILMN_3239735,0.19393736,0.4769443
ILMN_1695311,-0.39392857,0.4769735
ILMN_1870717,0.1409837,0.4769743
ILMN_1722091,-0.12744849,0.4769869
ILMN_2329735,-0.82743129,0.4769876
ILMN_1698313,0.11286096,0.476992
ILMN_3282067,0.13046977,0.4770211
ILMN_1908654,-0.10565658,0.4770503
ILMN_3267345,0.1057263,0.4771004
ILMN_3290155,-0.18651377,0.4771295
ILMN_1803348,-0.17709792,0.477138
ILMN_2358842,0.12936909,0.4771413
ILMN_1764936,0.11845667,0.4771532
ILMN_2148012,0.10025027,0.4771692
ILMN_1662081,-0.11858906,0.4771698
ILMN_1767475,0.13668076,0.4771699
ILMN_2224918,-0.10481555,0.4771934
ILMN_1810922,-0.09896785,0.4772013
ILMN_1686250,-0.16988368,0.4772077
ILMN_1662192,0.11456728,0.4772247
ILMN_1803570,0.10964494,0.477239
ILMN_3309584,-0.15873996,0.4772612
ILMN_1760651,0.10875876,0.4773076
ILMN_1847027,-0.18982297,0.4773177
ILMN_1682383,-0.21421742,0.4773378
ILMN_1844128,0.21846043,0.4773623
ILMN_1823112,0.10500114,0.4773683
ILMN_1664439,-0.19520042,0.4773877
ILMN_1748157,0.1149783,0.4773954
ILMN_3276647,-0.10767123,0.4774064
ILMN_1792933,0.10816384,0.4774363
ILMN_2371280,0.17983086,0.4774783
ILMN_3248399,0.12919961,0.4775059
ILMN_1786720,-0.10677308,0.4775142
ILMN_1768071,-0.18700014,0.477526
ILMN_2092933,0.13411843,0.4775651
ILMN_1735062,-0.13965288,0.4775812
ILMN_3272378,-0.27603257,0.4776401
ILMN_1732189,-0.16939395,0.4776451
ILMN_1700436,0.1823267,0.4776556
ILMN_1817983,0.12379458,0.4776646
ILMN_3201614,0.10434829,0.4776991
ILMN_2293902,-0.09858903,0.4777113
ILMN_1740017,0.1102617,0.4777328
ILMN_1770629,0.12188168,0.4777507
ILMN_1704302,0.12213978,0.4777823
ILMN_3240611,-0.10569402,0.4778081
ILMN_3165218,0.09807892,0.4778152
ILMN_1672738,0.1162158,0.4778153
ILMN_1767691,0.12378838,0.4778178
ILMN_1663081,0.16911109,0.4778275
ILMN_1724064,-0.23111161,0.4778309
ILMN_2206188,0.21192072,0.4778636
ILMN_2260224,0.13659278,0.4778995
ILMN_1800611,-0.10732926,0.477941
ILMN_3211986,0.11361301,0.4779958
ILMN_1694385,-0.13920113,0.478
ILMN_1774802,-0.18230265,0.4780098
ILMN_3284404,0.0989635,0.4780288
ILMN_1822117,0.1817807,0.4780539
ILMN_1683367,-0.10869558,0.4780629
ILMN_1748018,0.13552306,0.4780677
ILMN_1655414,0.13487426,0.4781157
ILMN_2358436,0.11326286,0.4781446
ILMN_2394106,0.10133576,0.4781607
ILMN_1695290,0.11215134,0.4782241
ILMN_1724659,-0.1693435,0.478275
ILMN_1736741,-0.20086833,0.4782807
ILMN_3241322,0.09939287,0.4783042
ILMN_3180960,-0.11978925,0.4783357
ILMN_1658830,0.36348132,0.4784434
ILMN_2128087,0.2898484,0.4784484
ILMN_2386269,0.21477604,0.4784759
ILMN_1681263,-0.10835547,0.4784907
ILMN_1796271,-0.12874664,0.478532
ILMN_1771835,0.14463834,0.4785501
ILMN_1707398,-0.1101479,0.4785551
ILMN_1727236,-0.13513229,0.478561
ILMN_1706101,0.09900116,0.4785791
ILMN_1667213,-0.13007791,0.4786019
ILMN_3289079,0.12551623,0.4786046
ILMN_3236041,-0.10182688,0.4786164
ILMN_1691290,0.18745085,0.4786513
ILMN_1664641,-0.13696475,0.4786568
ILMN_3188151,0.11552657,0.4786693
ILMN_1735401,-0.14337469,0.4787224
ILMN_1690321,-0.122889,0.4787245
ILMN_3196109,-0.09834502,0.4787374
ILMN_1748751,0.1335025,0.4787694
ILMN_1658351,-0.21521152,0.4788234
